











"ID","Unit Title","Unit Date","Start Year","End Year","Unit ID","Level","Originator","Container 1","Container 2","Container 3","Phys. Desc. 1","Phys. Desc. 2","Phys. Desc. 3","Phys. Loc","Access Restrict.","URN","Collection Title","Originator","Collection Date","Collection ID","Parent 1","Parent 2","Parent 3","Parent 4","Parent 5","Parent 6"
"I","Series I. Correspondence, 1651-1663, undated.","1651-1663,","","","","series","","","","","","","","","","","Papers,","Winthrop, John, 1606-1676.","1651-1879 (inclusive),1651-1663 (bulk), undated.","B MS c56","","","","","","",
"med00230c00001","Andrewes, Will, autographed letter signed to John Winthrop; New Haven, 1 side (2 pages), 1652 January 24","1652 January 24","1652","1652","1.","item","","","","","","","","","","http://nrs.harvard.edu/urn-3:HMS.COUNT:25666895","Papers,","Winthrop, John, 1606-1676.","1651-1879 (inclusive),1651-1663 (bulk), undated.","B MS c56","Series I. Correspondence, 1651-1663, undated.","","","","","",
"med00230c00002","Andrewes, William, 2 autographed letters signed to John Winthrop; Hartford, 1653 January 11-May 9","1653 January 11-May 9","1653","1653","2.","item","","","","","","","","","","http://nrs.harvard.edu/urn-3:HMS.COUNT:25666881","Papers,","Winthrop, John, 1606-1676.","1651-1879 (inclusive),1651-1663 (bulk), undated.","B MS c56","Series I. Correspondence, 1651-1663, undated.","","","","","",
"med00230c00003","Bliss, Nathaniel, 1622-1654, autographed letter signed to John Winthrop; Springfield, Mass., 1 side (2 pages), 1652 December 21","1652 December 21","1652","1652","3.","item","","","","","","","","","","http://nrs.harvard.edu/urn-3:HMS.COUNT:25666906","Papers,","Winthrop, John, 1606-1676.","1651-1879 (inclusive),1651-1663 (bulk), undated.","B MS c56","Series I. Correspondence, 1651-1663, undated.","","","","","",
"med00230c00004","Bond, Robert, 2 autographed letters signed to John Winthrop; East Hampton, Conn., 1651 March 8-March 10","1651 March 8-March 10","1651","1651","4.","item","","","","","","","","","","http://nrs.harvard.edu/urn-3:HMS.COUNT:25666902","Papers,","Winthrop, John, 1606-1676.","1651-1879 (inclusive),1651-1663 (bulk), undated.","B MS c56","Series I. Correspondence, 1651-1663, undated.","","","","","",
"med00230c00005","Clark, John, autographed letter signed to John Winthrop; Saybrooke [sic], Conn., 1 side (2 pages), undated","","","","5.","item","","","","","","","","","","http://nrs.harvard.edu/urn-3:HMS.COUNT:25666893","Papers,","Winthrop, John, 1606-1676.","1651-1879 (inclusive),1651-1663 (bulk), undated.","B MS c56","Series I. Correspondence, 1651-1663, undated.","","","","","",
"med00230c00006","Clarke, Daniell, autographed letter signed to Hugh Caukin; Windsor, Conn., 1 side (3 pages), 1652 February 11","1652 February 11","1652","1652","6.","item","","","","","","","","","","http://nrs.harvard.edu/urn-3:HMS.COUNT:25666886","Papers,","Winthrop, John, 1606-1676.","1651-1879 (inclusive),1651-1663 (bulk), undated.","B MS c56","Series I. Correspondence, 1651-1663, undated.","","","","","",
"med00230c00007","Fitch, James, 1622-1702, autographed letter signed to John Winthrop; Saybrooke [sic], Conn., 1 side (2 pages), 1652 April","1652 April","1652","1652","7.","item","","","","","","","","","","http://nrs.harvard.edu/urn-3:HMS.COUNT:25666900","Papers,","Winthrop, John, 1606-1676.","1651-1879 (inclusive),1651-1663 (bulk), undated.","B MS c56","Series I. Correspondence, 1651-1663, undated.","","","","","",
"med00230c00008","Fuller, Robert, autographed letter signed to John Winthrop; Rehoboth, Mass., 1 side (2 pages), 1652 September 29","1652 September 29","1652","1652","8.","item","","","","","","","","","","http://nrs.harvard.edu/urn-3:HMS.COUNT:25666904","Papers,","Winthrop, John, 1606-1676.","1651-1879 (inclusive),1651-1663 (bulk), undated.","B MS c56","Series I. Correspondence, 1651-1663, undated.","","","","","",
"med00230c00009","Gerrard, Joseph, autographed letter signed to John Winthrope [sic]; Saybrooke [sic], Conn., 1 side (2 pages), undated","","","","9.","item","","","","","","","","","","http://nrs.harvard.edu/urn-3:HMS.COUNT:25666889","Papers,","Winthrop, John, 1606-1676.","1651-1879 (inclusive),1651-1663 (bulk), undated.","B MS c56","Series I. Correspondence, 1651-1663, undated.","","","","","",
"med00230c00010","Goodwin, Will, 2 autographed letters signed to John Winthropp [sic]; Hartford, Conn., 1652 February 24-February 26","1652 February 24-February 26","1652","1652","10.","item","","","","","","","","","","http://nrs.harvard.edu/urn-3:HMS.COUNT:25666890","Papers,","Winthrop, John, 1606-1676.","1651-1879 (inclusive),1651-1663 (bulk), undated.","B MS c56","Series I. Correspondence, 1651-1663, undated.","","","","","",
"med00230c00011","Hovey, Daniel, 1642-1695, autographed letter signed to John Winthrop; Ipswich, Mass., 1 side (2 pages), 1656 August 13","1656 August 13","1656","1656","11.","item","","","","","","","","","","http://nrs.harvard.edu/urn-3:HMS.COUNT:25666896","Papers,","Winthrop, John, 1606-1676.","1651-1879 (inclusive),1651-1663 (bulk), undated.","B MS c56","Series I. Correspondence, 1651-1663, undated.","","","","","",
